type,title,date_added,release_year,rating,listed_in,streaming_platform,duration_seasons
TV Show,The Truth,"November 1, 2017",2008,TV-14,"Crime TV Shows, International TV Shows, TV Action & Adventure",Netflix,1
TV Show,Together,"November 1, 2017",2009,TV-14,"International TV Shows, TV Dramas",Netflix,1
TV Show,Beyond Stranger Things,"October 27, 2017",2017,TV-14,"Stand-Up Comedy & Talk Shows, TV Mysteries, TV Sci-Fi & Fantasy",Netflix,1
TV Show,The Mist,"October 24, 2017",2017,TV-MA,"TV Dramas, TV Horror, TV Mysteries",Netflix,1
TV Show,The Day I Met El Chapo,"October 20, 2017",2017,TV-MA,"Crime TV Shows, Docuseries, International TV Shows",Netflix,1
TV Show,In Laws,"October 16, 2017",2016,TV-PG,"International TV Shows, Romantic TV Shows, TV Dramas",Netflix,1
TV Show,Laws of Attraction,"October 16, 2017",2012,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",Netflix,1
TV Show,Seven and Me,"October 15, 2017",2017,TV-Y,Kids' TV,Netflix,1
TV Show,ID-0,"October 6, 2017",2017,TV-PG,"Anime Series, International TV Shows",Netflix,1
TV Show,Beyblade Burst,"October 1, 2017",2016,TV-Y7,"Anime Series, Kids' TV",Netflix,1
TV Show,Equestria Girls: Tales of Canterlot High,"October 1, 2017",2017,TV-Y7,"Kids' TV, TV Comedies",Netflix,1
TV Show,Justice in the City,"October 1, 2017",2012,TV-14,"International TV Shows, TV Dramas",Netflix,1
TV Show,Sudden,"October 1, 2017",2013,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas",Netflix,1
TV Show,The Dream Catchers,"October 1, 2017",2009,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas",Netflix,1
TV Show,What She Put on the Table,"October 1, 2017",2017,TV-14,"International TV Shows, TV Dramas",Netflix,1
TV Show,The Royal House of Windsor,"September 30, 2017",2017,TV-MA,"British TV Shows, Docuseries, International TV Shows",Netflix,1
TV Show,Mak Cun,"September 29, 2017",2015,TV-PG,"International TV Shows, TV Comedies, TV Dramas",Netflix,1
TV Show,Paul Hollywood's Big Continental Road Trip,"September 29, 2017",2017,TV-14,"British TV Shows, Docuseries, International TV Shows",Netflix,1
TV Show,Satu Hari,"September 29, 2017",2014,TV-PG,"International TV Shows, TV Dramas",Netflix,1
TV Show,Apaches,"September 8, 2017",2016,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Netflix,1
TV Show,Fire Chasers,"September 8, 2017",2017,TV-MA,"Docuseries, Science & Nature TV",Netflix,1
TV Show,No Tomorrow,"September 5, 2017",2016,TV-PG,"Romantic TV Shows, TV Comedies, TV Dramas",Netflix,1
TV Show,Frequency,"September 4, 2017",2016,TV-14,"Crime TV Shows, TV Dramas, TV Mysteries",Netflix,1
TV Show,A Boy Name Flora A,"September 1, 2017",2017,TV-MA,"International TV Shows, TV Comedies, TV Dramas",Netflix,1
TV Show,A House of Blocks,"September 1, 2017",2017,TV-PG,"International TV Shows, TV Dramas, TV Horror",Netflix,1
TV Show,FINAL FANTASY XIV Dad of Light,"September 1, 2017",2017,TV-PG,"International TV Shows, TV Dramas",Netflix,1
TV Show,Gurren Lagann,"September 1, 2017",2007,TV-14,"Anime Series, International TV Shows",Netflix,1
TV Show,High Risk,"September 1, 2017",1988,TV-PG,"Docuseries, Reality TV",Netflix,1
TV Show,LEGO Elves: Secrets of Elvendale,"September 1, 2017",2017,TV-Y7,Kids' TV,Netflix,1
TV Show,Marvel's The Defenders,"August 18, 2017",2017,TV-MA,"Crime TV Shows, TV Action & Adventure, TV Dramas",Netflix,1
TV Show,20 Minutes,"August 15, 2017",2013,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",Netflix,1
TV Show,Million Yen Women,"August 15, 2017",2017,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",Netflix,1
TV Show,Wet Hot American Summer: Ten Years Later,"August 4, 2017",2017,TV-MA,TV Comedies,Netflix,1
TV Show,Bountiful Blessings,"August 1, 2017",2011,TV-14,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy",Netflix,1
TV Show,Close Your Eyes Before It’s Dark,"August 1, 2017",2016,TV-14,"Crime TV Shows, International TV Shows, TV Dramas",Netflix,1
TV Show,Entangled,"August 1, 2017",2014,TV-14,"International TV Shows, TV Dramas",Netflix,1
TV Show,Fartsa,"August 1, 2017",2015,TV-14,"Crime TV Shows, International TV Shows, TV Dramas",Netflix,1
TV Show,"Have You Ever Fallen in Love, Miss Jiang?","August 1, 2017",2016,TV-14,"Crime TV Shows, International TV Shows, TV Dramas",Netflix,1
TV Show,Life Plan A and B,"August 1, 2017",2016,TV-PG,"International TV Shows, Romantic TV Shows, TV Dramas",Netflix,1
TV Show,Locust,"August 1, 2017",2014,TV-MA,"Crime TV Shows, International TV Shows, Romantic TV Shows",Netflix,1
TV Show,Love Storm,"August 1, 2017",2016,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",Netflix,1
TV Show,Surviving Escobar - Alias JJ,"August 1, 2017",2017,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Netflix,1
TV Show,The In-Laws,"August 1, 2017",2011,TV-14,"International TV Shows, TV Dramas",Netflix,1
TV Show,World War II in Colour,"August 1, 2017",2009,TV-MA,"British TV Shows, Docuseries, International TV Shows",Netflix,1
TV Show,Daughters of Destiny,"July 28, 2017",2017,TV-14,Docuseries,Netflix,1
TV Show,Ari Shaffir: Double Negative,"July 18, 2017",2017,TV-MA,Stand-Up Comedy & Talk Shows,Netflix,1
TV Show,Diamond Lover,"July 7, 2017",2015,TV-PG,"International TV Shows, Romantic TV Shows, TV Dramas",Netflix,1
TV Show,King’s War,"July 7, 2017",2012,TV-14,"International TV Shows, TV Dramas",Netflix,1
TV Show,Qin Empire: Alliance,"July 7, 2017",2012,TV-14,"International TV Shows, TV Dramas",Netflix,1
TV Show,The Legend of Bruce Lee,"July 7, 2017",2008,TV-14,"International TV Shows, TV Action & Adventure, TV Dramas",Netflix,1
TV Show,46,"July 1, 2017",2016,TV-MA,"International TV Shows, TV Dramas, TV Mysteries",Netflix,1
TV Show,Against the Tide,"July 1, 2017",2014,TV-14,"Crime TV Shows, International TV Shows, TV Dramas",Netflix,1
TV Show,Barbie Life in the Dreamhouse,"July 1, 2017",2012,TV-Y,"Kids' TV, TV Comedies",Netflix,1
TV Show,Breakout,"July 1, 2017",2010,TV-14,"International TV Shows, TV Dramas",Netflix,1
TV Show,Learning Songs by Little Baby Bum: Nursery Rhyme Friends,"July 1, 2017",2015,TV-Y,"British TV Shows, Kids' TV",Netflix,1
TV Show,Mystic Whispers,"July 1, 2017",2014,TV-14,"International TV Shows, TV Dramas, TV Horror",Netflix,1
TV Show,Spice Up,"July 1, 2017",2014,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas",Netflix,1
TV Show,The Oath,"July 1, 2017",2011,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas",Netflix,1
TV Show,The Truth Seekers,"July 1, 2017",2016,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",Netflix,1
TV Show,The Ultimatum,"July 1, 2017",2009,TV-14,"International TV Shows, TV Dramas",Netflix,1
TV Show,World at Your Feet,"July 1, 2017",2014,TV-14,"International TV Shows, TV Dramas",Netflix,1
TV Show,Yes We Can!,"July 1, 2017",2014,TV-14,"International TV Shows, TV Dramas",Netflix,1
TV Show,Yours Fatefully,"July 1, 2017",2012,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",Netflix,1
TV Show,Gypsy,"June 30, 2017",2017,TV-MA,TV Dramas,Netflix,1
TV Show,28 Moons,"June 10, 2017",2016,TV-PG,"International TV Shows, Korean TV Shows, Romantic TV Shows",Netflix,1
TV Show,Magic Phone,"June 10, 2017",2016,TV-PG,"International TV Shows, Korean TV Shows, Romantic TV Shows",Netflix,1
TV Show,Man to Man,"June 10, 2017",2017,TV-14,"Crime TV Shows, International TV Shows, Korean TV Shows",Netflix,1
TV Show,My Little Baby,"June 10, 2017",2016,TV-PG,"Crime TV Shows, International TV Shows, Korean TV Shows",Netflix,1
TV Show,Singles Villa,"June 10, 2017",2015,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas",Netflix,1
TV Show,Under the Black Moonlight,"June 10, 2017",2016,TV-14,"International TV Shows, Korean TV Shows, TV Dramas",Netflix,1
TV Show,My Only Love Song,"June 9, 2017",2017,TV-MA,"International TV Shows, Korean TV Shows, Romantic TV Shows",Netflix,1
TV Show,Crashing,"June 2, 2017",2016,TV-MA,"British TV Shows, International TV Shows, Romantic TV Shows",Netflix,1
TV Show,Mind Game,"June 1, 2017",2015,TV-14,"Crime TV Shows, International TV Shows, TV Dramas",Netflix,1
TV Show,Miniforce,"June 1, 2017",2016,TV-Y7,"Kids' TV, Korean TV Shows",Netflix,1
TV Show,The Day Will Come,"June 1, 2017",2016,TV-14,"International TV Shows, TV Dramas",Netflix,1
TV Show,The Dream Job,"June 1, 2017",2016,TV-14,"International TV Shows, TV Dramas",Netflix,1
TV Show,Highland: Thailand's Marijuana Awakening,"May 19, 2017",2017,TV-MA,"Docuseries, International TV Shows",Netflix,1
TV Show,The Keepers,"May 19, 2017",2017,TV-MA,"Crime TV Shows, Docuseries, TV Mysteries",Netflix,1
TV Show,All Hail King Julien: Exiled,"May 12, 2017",2017,TV-Y7,"Kids' TV, TV Action & Adventure, TV Comedies",Netflix,1
TV Show,Jumping Girl,"April 28, 2017",2015,TV-14,"International TV Shows, Korean TV Shows, Romantic TV Shows",Netflix,1
TV Show,President,"April 28, 2017",2010,TV-14,"International TV Shows, Korean TV Shows, TV Dramas",Netflix,1
TV Show,What in the World Happened?,"April 28, 2017",2015,TV-14,"International TV Shows, Korean TV Shows, Romantic TV Shows",Netflix,1
TV Show,Fangbone,"April 22, 2017",2016,TV-Y7,"Kids' TV, TV Comedies",Netflix,1
TV Show,Girlboss,"April 21, 2017",2017,TV-MA,TV Comedies,Netflix,1
TV Show,Hot Girls Wanted: Turned On,"April 21, 2017",2017,TV-MA,Docuseries,Netflix,1
TV Show,The Miracle,"April 10, 2017",2016,TV-14,"International TV Shows, Korean TV Shows, TV Dramas",Netflix,1
TV Show,Burned Cocoon,"April 1, 2017",2005,TV-MA,"International TV Shows, TV Dramas",Netflix,1
TV Show,Five Came Back,"March 31, 2017",2017,TV-MA,Docuseries,Netflix,1
TV Show,Dave Chappelle,"March 21, 2017",2017,TV-MA,"Stand-Up Comedy & Talk Shows, TV Comedies",Netflix,1
TV Show,One-Punch Man,"March 20, 2017",2015,TV-14,"Anime Series, Crime TV Shows, International TV Shows",Netflix,1
TV Show,Julie's Greenroom,"March 17, 2017",2017,TV-Y,Kids' TV,Netflix,1
TV Show,Samurai Gourmet,"March 17, 2017",2017,TV-PG,"International TV Shows, TV Dramas",Netflix,1
TV Show,Cheer Squad,"March 14, 2017",2016,TV-PG,"Reality TV, Teen TV Shows",Netflix,1
TV Show,Buddy Thunderstruck,"March 10, 2017",2017,TV-Y7,"Kids' TV, TV Comedies",Netflix,1
TV Show,One More Time,"March 10, 2017",2016,TV-14,"International TV Shows, Korean TV Shows, Romantic TV Shows",Netflix,1
TV Show,Love Is in the Air,"March 1, 2017",2010,TV-14,"International TV Shows, TV Dramas",Netflix,1
TV Show,Tong: Memories,"March 1, 2017",2016,TV-MA,"International TV Shows, Korean TV Shows, TV Action & Adventure",Netflix,1
TV Show,Legend Quest,"February 24, 2017",2017,TV-Y7,Kids' TV,Netflix,1
TV Show,The Sound of Your Heart,"February 24, 2017",2016,TV-14,"International TV Shows, Korean TV Shows, TV Comedies",Netflix,1
TV Show,Love for Ten: Generation of Youth,"February 17, 2017",2013,TV-14,"International TV Shows, Korean TV Shows, Romantic TV Shows",Netflix,1
TV Show,Nightmare High,"February 15, 2017",2016,TV-14,"International TV Shows, Korean TV Shows, TV Dramas",Netflix,1
TV Show,Spark,"February 15, 2017",2016,TV-PG,"International TV Shows, Korean TV Shows, Romantic TV Shows",Netflix,1
TV Show,White Nights,"February 14, 2017",2016,TV-14,"International TV Shows, Korean TV Shows, TV Dramas",Netflix,1
TV Show,Cyborg 009: Call of Justice,"February 10, 2017",2017,TV-14,"Anime Series, International TV Shows",Netflix,1
TV Show,We're Lalaloopsy,"January 10, 2017",2017,TV-Y,"Kids' TV, TV Comedies",Netflix,1
TV Show,My Runway,"December 30, 2016",2016,TV-14,"International TV Shows, Korean TV Shows, Romantic TV Shows",Netflix,1
TV Show,Chasing Cameron,"December 27, 2016",2016,TV-14,"Reality TV, Teen TV Shows",Netflix,1
TV Show,Crazyhead,"December 16, 2016",2016,TV-MA,"British TV Shows, International TV Shows, TV Comedies",Netflix,1
TV Show,Color of Woman,"December 15, 2016",2012,TV-PG,"International TV Shows, Korean TV Shows, Romantic TV Shows",Netflix,1
TV Show,Goodbye My Wife,"December 15, 2016",2012,TV-14,"International TV Shows, Korean TV Shows, Romantic TV Shows",Netflix,1
TV Show,Happy And,"December 15, 2016",2012,TV-14,"International TV Shows, Korean TV Shows, TV Dramas",Netflix,1
TV Show,Heaven's Garden,"December 15, 2016",2011,TV-MA,"International TV Shows, Korean TV Shows, TV Dramas",Netflix,1
TV Show,Ice Fantasy,"December 15, 2016",2016,TV-14,"International TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy",Netflix,1
TV Show,Immortal Classic,"December 15, 2016",2012,TV-14,"International TV Shows, Korean TV Shows, TV Dramas",Netflix,1
TV Show,K-POP Extreme Survival,"December 15, 2016",2012,TV-14,"International TV Shows, Korean TV Shows, Romantic TV Shows",Netflix,1
TV Show,Miss Panda & Mr. Hedgehog,"December 15, 2016",2012,TV-PG,"International TV Shows, Korean TV Shows, Romantic TV Shows",Netflix,1
TV Show,Tokyo Trial,"December 13, 2016",2017,TV-MA,"International TV Shows, TV Dramas",Netflix,1
TV Show,Captive,"December 9, 2016",2016,TV-MA,"Crime TV Shows, Docuseries",Netflix,1
TV Show,White Rabbit Project,"December 9, 2016",2016,TV-14,"Docuseries, International TV Shows, Reality TV",Netflix,1
TV Show,Miss in Kiss,"December 8, 2016",2016,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",Netflix,1
TV Show,The Cuba Libre Story,"December 8, 2016",2015,TV-14,"Docuseries, International TV Shows",Netflix,1
TV Show,Back to 1989,"December 1, 2016",2016,TV-PG,"International TV Shows, Romantic TV Shows, TV Comedies",Netflix,1
TV Show,Bromance,"December 1, 2016",2015,TV-PG,"International TV Shows, Romantic TV Shows, TV Comedies",Netflix,1
TV Show,Refresh Man,"December 1, 2016",2016,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",Netflix,1
TV Show,Gilmore Girls: A Year in the Life,"November 25, 2016",2016,TV-14,"TV Comedies, TV Dramas, Teen TV Shows",Netflix,1
TV Show,La Niña,"November 18, 2016",2016,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Netflix,1
TV Show,Paranoid,"November 17, 2016",2016,TV-MA,"British TV Shows, Crime TV Shows, International TV Shows",Netflix,1
TV Show,Einsatzgruppen: The Nazi Death Squads,"November 10, 2016",2009,TV-MA,"Docuseries, International TV Shows",Netflix,1
TV Show,Case,"November 9, 2016",2015,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",Netflix,1
TV Show,Inborn Pair,"November 1, 2016",2011,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",Netflix,1
TV Show,Just You,"November 1, 2016",2013,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",Netflix,1
TV Show,Love Around,"November 1, 2016",2013,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",Netflix,1
TV Show,Love Family,"November 1, 2016",2013,TV-MA,"International TV Shows, Romantic TV Shows, TV Comedies",Netflix,1
TV Show,Love Me or Leave Me,"November 1, 2016",2012,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",Netflix,1
TV Show,Love Now,"November 1, 2016",2012,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",Netflix,1
TV Show,Trailer Park Boys: Out of the Park: Europe,"October 28, 2016",2016,TV-MA,"International TV Shows, TV Comedies",Netflix,1
TV Show,Containment,"October 21, 2016",2016,TV-MA,"TV Dramas, TV Thrillers",Netflix,1
TV Show,DEATH NOTE,"October 15, 2016",2006,TV-14,"Anime Series, Crime TV Shows, International TV Shows",Netflix,1
TV Show,Spotless,"October 15, 2016",2015,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",Netflix,1
TV Show,StoryBots Super Songs,"October 7, 2016",2016,TV-Y,Kids' TV,Netflix,1
TV Show,Be with Me,"October 1, 2016",2015,TV-PG,"International TV Shows, Romantic TV Shows, TV Dramas",Netflix,1
TV Show,Be with You,"October 1, 2016",2015,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas",Netflix,1
TV Show,Fall in Love with Me,"October 1, 2016",2014,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",Netflix,1
TV Show,Love Cheque Charge,"October 1, 2016",2014,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",Netflix,1
TV Show,Masha's Spooky Stories,"October 1, 2016",2012,TV-Y,Kids' TV,Netflix,1
TV Show,Murphy's Law of Love,"October 1, 2016",2015,TV-PG,"International TV Shows, Romantic TV Shows, TV Comedies",Netflix,1
TV Show,Old Money,"October 1, 2016",2015,TV-MA,"International TV Shows, TV Comedies, TV Dramas",Netflix,1
TV Show,Someone Like You,"October 1, 2016",2015,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas",Netflix,1
TV Show,When I See You Again,"October 1, 2016",2015,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",Netflix,1
TV Show,Chef's Table: France,"September 2, 2016",2016,TV-14,Docuseries,Netflix,1
TV Show,Kulipari: An Army of Frogs,"September 2, 2016",2016,TV-Y7,Kids' TV,Netflix,1
TV Show,Conspiracy,"September 1, 2016",2015,TV-14,"British TV Shows, Docuseries",Netflix,1
TV Show,Dead Set,"September 1, 2016",2008,TV-MA,"British TV Shows, TV Horror, TV Thrillers",Netflix,1
TV Show,The Fierce Wife,"September 1, 2016",2010,TV-MA,"International TV Shows, Romantic TV Shows, TV Dramas",Netflix,1
TV Show,Witches: A Century of Murder,"September 1, 2016",2015,TV-14,"British TV Shows, Crime TV Shows, Docuseries",Netflix,1
TV Show,Behind Enemy Lines,"August 15, 2016",2001,TV-14,"British TV Shows, Docuseries",Netflix,1
TV Show,Cocaine,"August 1, 2016",2005,TV-14,"British TV Shows, Crime TV Shows, Docuseries",Netflix,1
TV Show,Edge of the Universe,"August 1, 2016",2008,TV-G,"British TV Shows, Docuseries, Science & Nature TV",Netflix,1
TV Show,La Esclava Blanca,"August 1, 2016",2016,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Dramas",Netflix,1
TV Show,Justin Time GO!,"June 24, 2016",2016,TV-Y,Kids' TV,Netflix,1
TV Show,Hibana: Spark,"June 2, 2016",2016,TV-MA,"International TV Shows, TV Dramas",Netflix,1
TV Show,72 Cutest Animals,"June 1, 2016",2016,TV-PG,"Docuseries, International TV Shows, Science & Nature TV",Netflix,1
TV Show,72 Dangerous Places to Live,"June 1, 2016",2016,TV-PG,"Docuseries, International TV Shows, Science & Nature TV",Netflix,1
TV Show,Cyborg 009 VS Devilman,"April 1, 2016",2015,TV-MA,"Anime Series, International TV Shows",Netflix,1
TV Show,Netflix Presents: The Characters,"March 11, 2016",2016,TV-MA,TV Comedies,Netflix,1
TV Show,Your lie in April,"March 1, 2016",2014,TV-14,"Anime Series, International TV Shows, Romantic TV Shows",Netflix,1
TV Show,Cooked,"February 19, 2016",2016,TV-14,Docuseries,Netflix,1
TV Show,Masha's Tales,"February 1, 2016",2012,TV-Y,Kids' TV,Netflix,1
TV Show,Chelsea Does,"January 23, 2016",2016,TV-MA,"Docuseries, Science & Nature TV",Netflix,1
TV Show,Sammy & Co,"December 25, 2015",2014,TV-Y,"Kids' TV, TV Comedies",Netflix,1
TV Show,Atelier,"December 1, 2015",2015,TV-PG,"International TV Shows, TV Dramas",Netflix,1
TV Show,W/ Bob & David,"November 13, 2015",2015,TV-MA,TV Comedies,Netflix,1
TV Show,Wakfu: The Quest for the Six Eliatrope Dofus,"October 1, 2015",2014,TV-PG,Kids' TV,Netflix,1
TV Show,Wet Hot American Summer,"July 31, 2015",2015,TV-MA,TV Comedies,Netflix,1
TV Show,Oscar's Oasis,"March 15, 2015",2011,TV-Y,Kids' TV,Netflix,1
TV Show,Feb-09,"March 20, 2019",2018,TV-14,"International TV Shows, TV Dramas",Netflix,1
TV Show,แผนร้ายนายเจ้าเล่ห์,"March 30, 2019",2016,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",Netflix,1
TV Show,Şubat,"January 17, 2017",2013,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",Netflix,1
TV Show,100% Hotter,"November 1, 2019",2017,TV-14,"British TV Shows, International TV Shows, Reality TV",Netflix,1
TV Show,12 Years Promise,"May 22, 2017",2014,TV-14,"International TV Shows, Korean TV Shows, Romantic TV Shows",Netflix,1
TV Show,21 Sarfarosh: Saragarhi 1897,"December 1, 2018",2018,TV-14,"International TV Shows, TV Dramas",Netflix,1
TV Show,7 (Seven),"July 30, 2019",2019,TV-14,TV Shows,Netflix,1
TV Show,9 Months That Made You,"March 1, 2017",2016,TV-PG,"British TV Shows, Docuseries, Science & Nature TV",Netflix,1
TV Show,A Good Wife,"January 1, 2017",2013,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas",Netflix,1
TV Show,A Man Called God,"March 12, 2019",2010,TV-14,"Crime TV Shows, International TV Shows, Korean TV Shows",Netflix,1
TV Show,A.D. Kingdom and Empire,"December 15, 2017",2015,TV-14,TV Dramas,Netflix,1
TV Show,Adam Ruins Everything,"September 30, 2018",2018,TV-14,TV Comedies,Netflix,1
TV Show,Africa,"April 28, 2016",2013,TV-PG,"British TV Shows, Docuseries, International TV Shows",Netflix,1
TV Show,Age Gap Love,"July 12, 2019",2017,TV-MA,"British TV Shows, Reality TV, Romantic TV Shows",Netflix,1
TV Show,Agent Raghav,"April 15, 2017",2015,TV-14,"Crime TV Shows, International TV Shows, TV Action & Adventure",Netflix,1
TV Show,Ainsley Eats the Streets,"July 12, 2019",2014,TV-PG,"British TV Shows, Docuseries, International TV Shows",Netflix,1
TV Show,America's Book of Secrets,"September 15, 2019",2014,TV-14,Docuseries,Netflix,1
TV Show,American Experience: The Circus,"May 2, 2019",2018,TV-PG,Docuseries,Netflix,1
TV Show,American Odyssey,"April 5, 2016",2015,TV-14,"TV Dramas, TV Thrillers",Netflix,1
TV Show,An Innocent Mistake,"January 1, 2017",2012,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas",Netflix,1
TV Show,Ancient Aliens,"September 17, 2019",2018,TV-14,"Docuseries, Science & Nature TV",Netflix,1
TV Show,Anjaan: Rural Myths,"December 15, 2018",2018,TV-14,"International TV Shows, TV Horror, TV Thrillers",Netflix,1
TV Show,Anjaan: Special Crimes Unit,"May 1, 2018",2018,TV-14,"International TV Shows, TV Horror, TV Mysteries",Netflix,1
TV Show,Atomic Puppet,"December 1, 2017",2016,TV-Y7,"Crime TV Shows, Kids' TV, TV Comedies",Netflix,1
TV Show,Aussie Gold Hunters,"August 1, 2017",2016,TV-MA,"Docuseries, International TV Shows, Reality TV",Netflix,1
TV Show,Badalte Rishton Ki Dastaan,"April 1, 2017",2013,TV-14,"International TV Shows, TV Dramas",Netflix,1
TV Show,Bala Loca,"April 1, 2017",2016,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Dramas",Netflix,1
TV Show,Bangkok Bachelors,"June 4, 2018",2016,TV-MA,"International TV Shows, Romantic TV Shows, TV Comedies",Netflix,1
TV Show,Bat Pat,"December 31, 2017",2016,TV-Y,Kids' TV,Netflix,1
TV Show,Battle Creek,"December 31, 2015",2015,TV-14,"Crime TV Shows, TV Comedies, TV Dramas",Netflix,1
TV Show,Battlefield Recovery,"August 1, 2016",2016,TV-PG,"British TV Shows, Docuseries, Reality TV",Netflix,1
TV Show,Be-Be-Bears,"August 29, 2018",2018,TV-Y,Kids' TV,Netflix,1
TV Show,Beast Legends,"February 1, 2019",2010,TV-PG,Docuseries,Netflix,1
TV Show,Beating Again,"May 22, 2017",2015,TV-14,"International TV Shows, Korean TV Shows, Romantic TV Shows",Netflix,1
TV Show,Behind the Newsroom,"September 14, 2018",2015,TV-MA,"International TV Shows, Romantic TV Shows, TV Dramas",Netflix,1
TV Show,Behzat Ç.,"May 19, 2017",2010,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",Netflix,1
TV Show,Ben 10,"September 30, 2018",2016,TV-Y7,Kids' TV,Netflix,1
TV Show,Beyblade: Metal Fusion,"December 15, 2017",2009,TV-Y7,"Anime Series, Kids' TV",Netflix,1
TV Show,Bh Se Bhade,"April 1, 2018",2013,TV-PG,"International TV Shows, TV Comedies",Netflix,1
TV Show,Bhaage Re Mann,"April 15, 2017",2015,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas",Netflix,1
TV Show,Bitter Daisies,"March 29, 2019",2018,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",Netflix,1
TV Show,Black Heart,"October 12, 2018",2014,TV-14,"Crime TV Shows, International TV Shows, TV Dramas",Netflix,1
TV Show,Blood & Treasures,"July 14, 2018",2016,TV-14,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy",Netflix,1
TV Show,Blue Planet II,"December 3, 2018",2017,TV-G,"British TV Shows, Docuseries, Science & Nature TV",Netflix,1
TV Show,Bob Ross: Beauty Is Everywhere,"June 1, 2016",1991,TV-G,TV Shows,Netflix,1
TV Show,Bondi Rescue," November 1, 2019",2016,TV-PG,Reality TV,Netflix,1
TV Show,Border Patrol,"October 2, 2019",2016,TV-PG,Reality TV,Netflix,1
TV Show,Botched Up Bodies,"October 2, 2019",2013,TV-MA,"British TV Shows, Docuseries, International TV Shows",Netflix,1
TV Show,Brave Miss World,"February 17, 2018",2013,TV-14,"Crime TV Shows, Docuseries",Netflix,1
TV Show,Bringing Sexy Back,"October 2, 2019",2015,TV-14,"International TV Shows, Reality TV",Netflix,1
TV Show,Brown Nation,"November 15, 2016",2016,TV-14,TV Comedies,Netflix,1
TV Show,Buddha,"April 1, 2018",2013,TV-PG,"International TV Shows, TV Dramas",Netflix,1
TV Show,"Bure Kaam Bura Natija, Kyun Bhai Chacha Haan Bhatija","March 31, 2018",2017,TV-PG,Kids' TV,Netflix,1
TV Show,Cabins in the Wild with Dick Strawbridge,"September 15, 2018",2017,TV-PG,"British TV Shows, International TV Shows, Reality TV",Netflix,1
TV Show,Cain and Abel,"March 12, 2019",2009,TV-MA,"International TV Shows, Korean TV Shows, Romantic TV Shows",Netflix,1
TV Show,Calico Critters,"November 1, 2018",2018,TV-Y,Kids' TV,Netflix,1
TV Show,Call Me Francis,"December 16, 2016",2016,TV-14,"International TV Shows, Spanish-Language TV Shows, TV Dramas",Netflix,1
TV Show,Camelia la Texana,"February 1, 2017",2014,TV-14,"Crime TV Shows, Romantic TV Shows, Spanish-Language TV Shows",Netflix,1
TV Show,Camp X,"February 1, 2019",2014,TV-MA,Docuseries,Netflix,1
TV Show,Can We Get Married?,"May 22, 2017",2012,TV-14,"International TV Shows, Korean TV Shows, Romantic TV Shows",Netflix,1
TV Show,Cannabis,"December 15, 2016",2016,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",Netflix,1
TV Show,Care Bears: Welcome to Care-a-Lot,"August 2, 2019",2012,TV-Y,Kids' TV,Netflix,1
TV Show,Case Closed,"January 4, 2019",2015,TV-14,"Anime Series, Crime TV Shows, TV Thrillers",Netflix,1
TV Show,Castle of Stars,"September 7, 2018",2015,TV-MA,"International TV Shows, Romantic TV Shows, TV Comedies",Netflix,1
